Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:20:24.425984881,E4_Acc,2024-06-26 08:12:20.374209881,-14.0,-63.0,4.0
1904-01-01 00:20:24.457234881,E4_Acc,2024-06-26 08:12:20.405459881,-13.0,-62.0,5.0
1904-01-01 00:20:24.488484881,E4_Acc,2024-06-26 08:12:20.436709881,-13.0,-64.0,4.0
1904-01-01 00:20:24.519734881,E4_Acc,2024-06-26 08:12:20.467959881,-13.0,-64.0,5.0
1904-01-01 00:20:24.550984881,E4_Acc,2024-06-26 08:12:20.499209881,-13.0,-63.0,5.0
1904-01-01 00:20:24.582234880,E4_Acc,2024-06-26 08:12:20.530459880,-13.0,-63.0,5.0
1904-01-01 00:20:24.613494894,E4_Acc,2024-06-26 08:12:20.561719894,-14.0,-63.0,6.0
1904-01-01 00:20:24.644744894,E4_Acc,2024-06-26 08:12:20.592969894,-15.0,-62.0,5.0
1904-01-01 00:20:24.675994894,E4_Acc,2024-06-26 08:12:20.624219894,-15.0,-63.0,5.0
1904-01-01 00:20:24.707244894,E4_Acc,2024-06-26 08:12:20.655469894,-15.0,-63.0,5.0
1904-01-01 00:20:24.738494894,E4_Acc,2024-06-26 08:12:20.686719894,-15.0,-63.0,5.0
1904-01-01 00:20:24.769744894,E4_Acc,2024-06-26 08:12:20.717969894,-15.0,-63.0,5.0
1904-01-01 00:20:24.800994894,E4_Acc,2024-06-26 08:12:20.749219894,-14.0,-63.0,5.0
1904-01-01 00:20:24.832254908,E4_Acc,2024-06-26 08:12:20.780479908,-14.0,-64.0,5.0
1904-01-01 00:20:24.863504908,E4_Acc,2024-06-26 08:12:20.811729908,-14.0,-62.0,5.0
1904-01-01 00:20:24.894754908,E4_Acc,2024-06-26 08:12:20.842979908,-13.0,-63.0,5.0
1904-01-01 00:20:24.926004908,E4_Acc,2024-06-26 08:12:20.874229908,-12.0,-63.0,5.0
1904-01-01 00:20:24.957254908,E4_Acc,2024-06-26 08:12:20.905479908,-13.0,-63.0,4.0
1904-01-01 00:20:24.988504908,E4_Acc,2024-06-26 08:12:20.936729908,-12.0,-63.0,4.0
1904-01-01 00:20:25.019754908,E4_Acc,2024-06-26 08:12:20.967979908,-12.0,-63.0,4.0
1904-01-01 00:20:25.051014922,E4_Acc,2024-06-26 08:12:20.999239922,-13.0,-63.0,4.0
1904-01-01 00:20:25.082264922,E4_Acc,2024-06-26 08:12:21.030489922,-14.0,-63.0,5.0
1904-01-01 00:20:25.113514922,E4_Acc,2024-06-26 08:12:21.061739922,-14.0,-63.0,6.0
1904-01-01 00:20:25.144764922,E4_Acc,2024-06-26 08:12:21.092989922,-13.0,-62.0,6.0
1904-01-01 00:20:25.176014922,E4_Acc,2024-06-26 08:12:21.124239922,-16.0,-64.0,5.0
1904-01-01 00:20:25.207264922,E4_Acc,2024-06-26 08:12:21.155489922,-14.0,-63.0,5.0
1904-01-01 00:20:25.238514922,E4_Acc,2024-06-26 08:12:21.186739922,-15.0,-63.0,5.0
1904-01-01 00:20:25.269774935,E4_Acc,2024-06-26 08:12:21.217999935,-14.0,-62.0,4.0
1904-01-01 00:20:25.301024935,E4_Acc,2024-06-26 08:12:21.249249935,-14.0,-62.0,4.0
1904-01-01 00:20:25.332274935,E4_Acc,2024-06-26 08:12:21.280499935,-15.0,-62.0,4.0
1904-01-01 00:20:25.363524935,E4_Acc,2024-06-26 08:12:21.311749935,-15.0,-63.0,5.0
1904-01-01 00:20:25.394774935,E4_Acc,2024-06-26 08:12:21.342999935,-15.0,-63.0,5.0
1904-01-01 00:20:25.426024935,E4_Acc,2024-06-26 08:12:21.374249935,-15.0,-64.0,5.0
1904-01-01 00:20:25.457274935,E4_Acc,2024-06-26 08:12:21.405499935,-14.0,-64.0,5.0
1904-01-01 00:20:25.488534949,E4_Acc,2024-06-26 08:12:21.436759949,-14.0,-64.0,5.0
1904-01-01 00:20:25.519784949,E4_Acc,2024-06-26 08:12:21.468009949,-13.0,-63.0,4.0
1904-01-01 00:20:25.551034949,E4_Acc,2024-06-26 08:12:21.499259949,-13.0,-63.0,4.0
1904-01-01 00:20:25.582284949,E4_Acc,2024-06-26 08:12:21.530509949,-14.0,-63.0,4.0
1904-01-01 00:20:25.613534949,E4_Acc,2024-06-26 08:12:21.561759949,-13.0,-63.0,4.0
1904-01-01 00:20:25.644784949,E4_Acc,2024-06-26 08:12:21.593009949,-14.0,-63.0,4.0
1904-01-01 00:20:25.676034949,E4_Acc,2024-06-26 08:12:21.624259949,-14.0,-64.0,5.0
1904-01-01 00:20:25.707294962,E4_Acc,2024-06-26 08:12:21.655519962,-13.0,-64.0,6.0
1904-01-01 00:20:25.738544962,E4_Acc,2024-06-26 08:12:21.686769962,-13.0,-64.0,6.0
1904-01-01 00:20:25.769794962,E4_Acc,2024-06-26 08:12:21.718019962,-14.0,-65.0,5.0
1904-01-01 00:20:25.801044962,E4_Acc,2024-06-26 08:12:21.749269962,-13.0,-64.0,6.0
1904-01-01 00:20:25.832294962,E4_Acc,2024-06-26 08:12:21.780519962,-13.0,-63.0,5.0
1904-01-01 00:20:25.863544962,E4_Acc,2024-06-26 08:12:21.811769962,-13.0,-63.0,4.0
1904-01-01 00:20:25.894794962,E4_Acc,2024-06-26 08:12:21.843019962,-14.0,-63.0,3.0
1904-01-01 00:20:25.926054976,E4_Acc,2024-06-26 08:12:21.874279976,-14.0,-64.0,3.0
1904-01-01 00:20:25.957304976,E4_Acc,2024-06-26 08:12:21.905529976,-13.0,-66.0,4.0
1904-01-01 00:20:25.988554976,E4_Acc,2024-06-26 08:12:21.936779976,-12.0,-63.0,5.0
1904-01-01 00:20:26.019804976,E4_Acc,2024-06-26 08:12:21.968029976,-12.0,-63.0,6.0
1904-01-01 00:20:26.051054976,E4_Acc,2024-06-26 08:12:21.999279976,-12.0,-62.0,7.0
1904-01-01 00:20:26.082304976,E4_Acc,2024-06-26 08:12:22.030529976,-13.0,-61.0,6.0
1904-01-01 00:20:26.113554976,E4_Acc,2024-06-26 08:12:22.061779976,-14.0,-58.0,6.0
1904-01-01 00:20:26.144814989,E4_Acc,2024-06-26 08:12:22.093039989,-13.0,-58.0,5.0
1904-01-01 00:20:26.176064989,E4_Acc,2024-06-26 08:12:22.124289989,-14.0,-59.0,4.0
1904-01-01 00:20:26.207314989,E4_Acc,2024-06-26 08:12:22.155539989,-14.0,-62.0,4.0
1904-01-01 00:20:26.238564989,E4_Acc,2024-06-26 08:12:22.186789989,-14.0,-65.0,3.0
1904-01-01 00:20:26.269814989,E4_Acc,2024-06-26 08:12:22.218039989,-13.0,-68.0,3.0
1904-01-01 00:20:26.301064989,E4_Acc,2024-06-26 08:12:22.249289989,-11.0,-67.0,4.0
1904-01-01 00:20:26.332325003,E4_Acc,2024-06-26 08:12:22.280550003,-11.0,-65.0,4.0
1904-01-01 00:20:26.363575003,E4_Acc,2024-06-26 08:12:22.311800003,-9.0,-64.0,6.0
1904-01-01 00:20:26.394825003,E4_Acc,2024-06-26 08:12:22.343050003,-8.0,-62.0,6.0
1904-01-01 00:20:26.426075003,E4_Acc,2024-06-26 08:12:22.374300003,-9.0,-60.0,5.0
1904-01-01 00:20:26.457325003,E4_Acc,2024-06-26 08:12:22.405550003,-11.0,-58.0,4.0
1904-01-01 00:20:26.488575003,E4_Acc,2024-06-26 08:12:22.436800003,-12.0,-58.0,3.0
1904-01-01 00:20:26.519825003,E4_Acc,2024-06-26 08:12:22.468050003,-12.0,-59.0,2.0
1904-01-01 00:20:26.551085017,E4_Acc,2024-06-26 08:12:22.499310017,-13.0,-64.0,1.0
1904-01-01 00:20:26.582335017,E4_Acc,2024-06-26 08:12:22.530560017,-15.0,-66.0,1.0
1904-01-01 00:20:26.613585017,E4_Acc,2024-06-26 08:12:22.561810017,-16.0,-70.0,3.0
1904-01-01 00:20:26.644835017,E4_Acc,2024-06-26 08:12:22.593060017,-15.0,-69.0,4.0
1904-01-01 00:20:26.676085017,E4_Acc,2024-06-26 08:12:22.624310017,-14.0,-68.0,7.0
1904-01-01 00:20:26.707335017,E4_Acc,2024-06-26 08:12:22.655560017,-15.0,-68.0,7.0
1904-01-01 00:20:26.738585017,E4_Acc,2024-06-26 08:12:22.686810017,-15.0,-68.0,8.0
1904-01-01 00:20:26.769845030,E4_Acc,2024-06-26 08:12:22.718070030,-13.0,-63.0,7.0
1904-01-01 00:20:26.801095030,E4_Acc,2024-06-26 08:12:22.749320030,-12.0,-60.0,5.0
1904-01-01 00:20:26.832345030,E4_Acc,2024-06-26 08:12:22.780570030,-11.0,-59.0,3.0
1904-01-01 00:20:26.863595030,E4_Acc,2024-06-26 08:12:22.811820030,-11.0,-62.0,1.0
1904-01-01 00:20:26.894845030,E4_Acc,2024-06-26 08:12:22.843070030,-12.0,-64.0,0.0
1904-01-01 00:20:26.926095030,E4_Acc,2024-06-26 08:12:22.874320030,-12.0,-65.0,1.0
1904-01-01 00:20:26.957345030,E4_Acc,2024-06-26 08:12:22.905570030,-11.0,-65.0,2.0
